id,Title,Locations
1087,The Other Sister,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)"
1088,The Other Sister,Palace of Fine Arts (3301 Lyon Street)
1089,The Parent Trap,Administration Building (Treasure Island)
1090,The Presidio,Montgomery & Vallejo Streets (Telegraph Hill)
1091,The Presidio,Washington Street & Waverly Place (Chinatown)
1092,The Presidio,Sansome Street (The Embarcadero)
1093,The Presidio,Presidio (Golden Gate National Recreation Area)
1094,The Presidio,Market & 2nd Streets
1095,The Presidio,Hayes & Polk Streets (Civic Center)
1096,The Presidio,Golden Gate Bridge
1097,The Presidio,"Fort Point (Presidio, Golden Gate National Recreation Area)"
1098,The Presidio,Ferry Building
1099,The Presidio,Coit Tower
1100,The Presidio,Civic Center Plaza
1101,The Presidio,Battery Street (The Embarcadero)
1102,The Presidio,900 Block of Grant Avenue (Chinatown)
1103,The Presidio,700 Block of Jackson Street (Chinatown)
1104,The Presidio,200 Block of Sansome Street (Financial District)
1105,The Princess Diaries,724 Brazil Avenue
1106,The Princess Diaries,Fisherman's Wharf
1107,The Princess Diaries,Firestation #3 (Brazil Avenue and Athens Street)
1108,The Princess Diaries,Cliff House (1090 Point Lobos Avenue)
1109,The Princess Diaries,Broadway Tunnel (Broadway between Powell and Larkin)
1110,The Princess Diaries,Baker Beach
1111,The Princess Diaries,2601 Lyon Street
1112,The Pursuit of Happyness,Glen Park Subway Station
1113,The Pursuit of Happyness,Glide Memorial Church (434 Ellis St)
1114,The Pursuit of Happyness,Candlestick Park (602 Jamestown Ave.)
1115,The Pursuit of Happyness,Golden Gate Park Children's Playground 
1116,The Right Stuff,"American Can Company (Between Illinois & Kentucky, 20th and 22nd Streets)"
1117,The Right Stuff,Cow Palace
1118,The Right Stuff,City Hall
1119,The Right Stuff,Financial District
1120,The Rock,Palace of Fine Arts (3301 Lyon Street)
1121,The Rock,The San Francisco Bay
1122,The Rock,New Russian Hill Market (1198 Pacific Avenue at Jones)
1123,The Rock,"Fairmont Hotel (950 Mason Street, Nob Hill)"
1124,The Rock,Coit Tower
1125,The Rock,City Hall
1126,The Rock,Alcatraz Island
1127,The Sweetest Thing,Golden Gate National Recreation Area
1128,The Ten Commandments,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)"
1129,The Times of Harvey Milk,The Castro
1130,The Towering Inferno,"San Francisco Fire Station 38 (2150 California Street, Pacific Heights)"
1131,The Towering Inferno,"Hyatt Regency Hotel (5 Embarcadero Center, Financial District)"
1132,The Towering Inferno,Grace Cathedral Episcopal Church (1100 California Street)
1133,The Towering Inferno,Firestation #38 (California & Laguna)
1134,The Towering Inferno,"Fairmont Hotel (950 Mason Street, Nob Hill)"
1135,The Towering Inferno,"Bank of America Building (555 California Street, Financial District)"
1136,The Towering Inferno,2898 Vallejo Street
1137,The Wedding Planner,Pier 7 (The Embarcadero)
1138,The Wedding Planner,Grace Cathedral Episcopal Church (1100 California Street)
1139,The Wedding Planner,"The Music Concourse (Martin Luther King, Jr. Drive, Golden Gate Park)"
1140,The Wedding Planner,Pleasant Street at Taylor
1141,The Wedding Planner,Montgomery Street at Union Street
1142,The Wedding Planner,Lincoln Park
1143,The Wedding Planner,"Japanese Tea Garden (Hagiwara Tea Garden Drive, Golden Gate Park)"
1144,The Wedding Planner,City Hall
1145,The Woman In Red,Palace of Fine Arts (3301 Lyon Street)
1146,The Woman In Red,Brocklebank Apartments (1000 Mason Street)
1147,The Woman In Red,"Postcard Row (Alamo Square, Hayes Valley)"
1148,The Woman In Red,Montgomery Street at Union Street
1149,They Call Me MISTER Tibbs,"Postcard Row (Alamo Square, Hayes Valley)"
1150,The Zodiac,"Postcard Row (Alamo Square, Hayes Valley)"
1151,Thief of Hearts,"Postcard Row (Alamo Square, Hayes Valley)"
1152,Time After Time,Lombard & Broderick Streets (Marina District)
1153,Time After Time,Lombard & Laguna Streets (Marina District)
1154,Time After Time,Lombard & Fillmore Streets (Marina District)
1155,Time After Time,Lombard & Divisadero Streets (Marina District)
1156,Time After Time,Justin Herman Plaza
1157,Time After Time,Intersection of Fulton & 6th Streets (Chinatown)
1158,Time After Time,Intersection of California & Grant Streets (Richmond District)
1159,Time After Time,Hyatt Regency Hotel (5 Embarcadero Center)
1160,Time After Time,"Huntington Park (California & Taylor Streets, Nob Hill)"
1161,Time After Time,Golden Gate Park
1162,Time After Time,Golden Gate Bridge
1163,Time After Time,"Ghiradelli Square (900 North Point Street, Fisherman's Wharf)"
1164,Time After Time,Chestnut & Davisadero Streets (Marina District)
1165,Time After Time,California Academy of Sciences (Golden Gate Park)
1166,Time After Time,Broadway at Osgood Street (North Beach)
1167,Time After Time,2340 Francisco Street
1168,Time After Time,100 Block of Union Street (Cow Hollow)
1169,Time After Time,Old St. Mary's Church (660 California Street at Grant)
1170,Time After Time,United Nations Plaza (Civic Center)
1171,Time After Time,"SF General Hospital Center (1001 Potrero Avenue, Potrero Hill)"
1172,Time After Time,Palace of Fine Arts (3301 Lyon Street)
1173,Time After Time,One Embarcadero Center (Financial District)
1174,Time After Time,Merchant Exchange (465 California Street at Leidesdortt)
1175,Time After Time,Marina Green (Marina District)
1176,Tin Cup,Marina Green (Marina District)
1177,To the Ends of the Earth,Marina Green (Marina District)
1178,True Believer,Marina Green (Marina District)
1179,Tucker: The Man and His Dream,City Hall
1180,Tweek City,City Hall
1181,Twisted,Mojito (1337-1339 Grant Avenue)
1182,Twisted,"McCovey Point, China Basin Park (24 Willy Mays Plaza)"
1183,Twisted,Veterans' War Memorial Building (401 Van Ness Avenue)
1184,Twisted,"Red's Java House (Pier 30-32, The Embarcadero)"
1185,Twisted,Piers 30-32
1186,Twisted,Pier 39
1187,Twisted,Pier 24
1188,Twisted,Pier 24
1189,Twisted,La Bodega (1332 Grant Avenue at Vallejo)
1190,Twisted,Vesuvio Cafթ (255 Columbus Avenue)
1191,Twisted,The Saloon (1232 Grant Avenue)
1192,Under the Tuscan Sun,Mecca Restaurant (2029 Market Street)
1193,Until the End of the World,"Tosca Cafթ (242 Columbus Avenue, North Beach)"
1194,Vegas in Space,Under Highway 101 (near Potrero and Cesar Chavez Streets)
1195,Vegas in Space,Carona Heights Park
1196,Vegas in Space,544 Natoma (SOMA)
1197,Vegas in Space,3567 18th Street
1198,Vegas in Space,422 Oak Street at Laguna
1199,Vegas in Space,Project Artaud (Florida Street)
1200,Vertigo,York Hotel (940 Sutter Street)
1201,Vertigo,Palace of Fine Arts (3301 Lyon Street)
1202,Vertigo,San Francisco Drydock (20th and Illinois Streets)
1203,Vertigo,Park Hill Sanatorium (351 Buena Vista Avenue East)
1204,Vertigo,Mission San Juan Bautista (2nd & Mariposa Streets)
1205,Vertigo,"Mission Delores (3321 16th Street, Mision District)"
1206,Vertigo,Gough & Eddy Streets (Western Addition)
1207,Vertigo,"Fort Point (Presidio, Golden Gate National Recreation Area)"
1208,Vertigo,"Fairmont Hotel (950 Mason Street, Nob Hill)"
1209,Vertigo,Ernie's Restaurant (847 Montgomery Street)
1210,Vertigo,Conservatory of Flowers (Golden Gate Park)
1211,Vertigo,Claude Lane at Bush Street
1212,Vertigo,"California Palace of the Legion of Honor (34th Avenue & Clement, Lincoln Park)"
1213,Vertigo,Brocklebank Apartments (1000 Mason Street)
1214,Vertigo,900 Lombard Street
1215,Vertigo,1007 Gough Street
1216,What Dreams May Come,Treasure Island
1217,What's Up Doc?,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)"
1218,What's Up Doc?,San Francisco Hilton (333 O'Farrell Street)
1219,What's Up Doc?,Lombard Street between Hyde and Leavenworth
1220,What's Up Doc?,Hyde Street Pier
1221,What's Up Doc?,Alta Plaza Park (Steiner Street)
1222,What's Up Doc?,22nd Avenue & Balboa Street (Richmond District)
1223,What's Up Doc?,Chinatown
1224,What the Bleep Do We Know,Golden Gate National Recreation Area
1225,When a Man Loves a Woman,"International Studies Academy (993 Vermont Street, Potrero Hill)"
1226,When a Man Loves a Woman,Buena Vista Cafթ (2765 Hyde Street)
1227,When a Man Loves a Woman,"Victor's Restaurant, The Westin St. Francis Hotel (335 Powell Street)"
1228,When a Man Loves a Woman,Spring Valley School (1451 Jackson Street)
1229,When a Man Loves a Woman,Grant Street at Pacific Avenue
1230,When a Man Loves a Woman,Cybelle's Pizza (1000 Bush Street)
1231,When a Man Loves a Woman,766 Vallejo Street at Stockton Street (North Beach)
1232,When a Man Loves a Woman,1521 Masonic Avenue at Piedmont Street
1233,Woman on the Run,772 Commercial Street at Kearney
1234,Woman on the Run,Fomer Hall of Justice (750 Kearny Street at Washington)
1235,Woman on the Run,835-865 Market Street at 5th Street
1236,Woman on the Run,819 Mason Street at Pine
1237,Woman on the Run,1801 Laguna at Bush
1238,Woman on the Run,Cable Car Signal Box (California Street at Powell Street)
1239,Woman on Top,312 Fillmore Street
1240,"Yours, Mine and Ours",312 Fillmore Street
1241,Zodiac,SF Chronicle Building (901 Mission St)
